Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID1188,1188,52,3402.422,62.073,14.282,0,76.800,256,0.250,1,-10921639,9449.162,9193,1393,17487,349619,4187.725,0.442,0.417,1.328
ID1184,1184,52,4246.304,62.348,14.374,0,77.100,257,0.250,1,-10921639,9495.676,7044,2383,24522,351340,6215.356,0.200,0.555,1.091
ID1191,1191,52,3363.660,62.073,14.191,0,77.400,258,0.250,1,-10921639,8749.973,8791,2787,16078,323749,4136.259,0.443,0.424,1.261
ID1193,1193,52,4289.023,62.256,14.282,0,77.700,259,0.250,1,-10921639,10409.649,9250,2568,24125,385157,5442.922,0.442,0.507,1.287
ID1194,1194,52,3366.091,62.348,14.374,0,78.000,260,0.250,1,-10921639,8923.324,8363,3351,18641,330163,4114.807,0.441,0.439,1.323
ID1196,1196,52,4125.585,62.073,14.374,0,78.300,261,0.250,1,-10921639,9315.189,7801,1739,24752,344662,5868.036,0.200,0.546,1.122
ID1199,1199,52,4040.725,61.890,14.374,0,78.600,262,0.250,1,-10921639,10495.189,10657,3095,18122,388322,4504.245,0.442,0.469,1.488
ID1205,1205,52,4287.845,61.615,14.374,0,78.900,263,0.250,1,-10921639,9748.216,9698,2205,19698,360684,5150.086,0.442,0.523,1.300
ID1210,1210,52,3008.937,61.341,14.374,0,79.200,264,0.250,1,-10921639,7845.459,7190,2158,16621,290282,3840.291,0.441,0.447,1.263
ID1211,1211,52,3048.236,61.157,14.374,0,79.500,265,0.250,1,-10921639,6825.541,6192,1768,15061,252545,3754.859,0.440,0.549,1.288
ID1214,1214,52,4332.936,61.249,14.282,0,79.800,266,0.250,1,-10921639,9660.162,8108,1677,22995,357426,6123.721,0.441,0.539,1.105
ID1220,1220,52,4042.103,61.249,14.282,0,80.100,267,0.250,1,-10921639,9151.216,8069,1639,21247,338595,5340.614,0.441,0.535,1.194
ID1223,1223,52,4697.602,61.341,14.374,0,80.400,268,0.250,1,-10921639,11213.892,9568,2923,24529,414914,5871.065,0.442,0.521,1.309
ID1226,1226,52,4272.502,61.249,14.282,0,80.700,269,0.250,1,-10921639,9884.784,9402,2669,22964,365737,5424.515,0.441,0.495,1.207
ID1227,1227,52,4331.207,61.249,14.374,0,81.000,270,0.250,1,-10921639,9707.568,9438,2348,19390,359180,5190.771,0.442,0.548,1.324
ID1232,1232,52,4070.041,60.974,14.282,0,81.300,271,0.250,1,-10921639,8756.595,7211,1257,21686,323994,5238.727,0.200,0.561,1.201
ID1237,1237,52,5521.980,60.700,14.374,0,81.600,272,0.250,1,-10921639,11727.324,11002,3419,25220,433911,5876.036,0.441,0.579,1.463
ID1241,1241,52,4016.504,60.608,14.374,0,81.900,273,0.250,1,-10921639,10000.432,9182,2909,18542,370016,4453.460,0.442,0.485,1.466
ID1247,1247,52,5378.971,60.883,14.374,0,82.200,274,0.250,1,-10921639,11912.703,10703,2408,25015,440770,6130.464,0.441,0.574,1.418
ID1246,1246,52,4967.443,60.700,14.374,0,82.500,275,0.250,1,-10921639,11207.892,9659,2791,28053,414692,6734.728,0.200,0.576,1.216
ID1250,1250,52,4734.267,60.608,14.374,0,82.800,276,0.250,1,-10921639,10779.162,10165,2706,21796,398829,5485.070,0.440,0.536,1.371
ID1253,1253,52,4284.333,60.150,14.374,0,83.100,277,0.250,1,-10921639,10822.081,10544,3185,19083,400417,4557.293,0.443,0.464,1.505
ID1262,1262,52,6666.744,60.150,14.374,0,83.400,278,0.250,1,-10921639,13467.054,11194,2448,31190,498281,8140.615,0.440,0.609,1.252
ID1257,1257,52,5221.897,60.150,14.465,0,83.700,279,0.250,1,-10921639,11288.054,8828,1942,28416,417658,7542.844,0.200,0.557,1.071
ID1270,1270,52,4612.895,60.150,14.374,0,84.000,280,0.250,1,-10921639,10903.000,10911,2574,20388,403411,5161.831,0.442,0.499,1.407
ID1279,1279,52,4961.714,60.425,14.374,0,84.300,281,0.250,1,-10921639,12493.459,11978,3230,27642,462258,6495.442,0.441,0.501,1.285
ID1283,1283,52,4152.131,60.517,14.374,0,84.600,282,0.250,1,-10921639,10077.297,8909,2211,20337,372860,4751.755,0.442,0.520,1.452
ID1286,1286,52,4853.947,60.425,14.465,0,84.900,283,0.250,1,-10921639,11732.108,10796,3920,25650,434088,5618.034,0.440,0.512,1.414
ID1289,1289,52,3966.874,60.242,14.465,0,85.200,284,0.250,1,-10921639,9458.459,8905,2496,17818,349963,4357.509,0.442,0.503,1.454
ID1294,1294,52,3329.750,59.601,14.465,0,85.500,285,0.250,1,-10921639,8689.676,7768,1840,19802,321518,4902.002,0.200,0.429,1.064
ID1300,1300,52,3646.981,59.143,14.374,0,85.800,286,0.250,1,-10921639,8881.270,8177,2376,16680,328607,4378.607,0.442,0.464,1.286
ID1306,1306,52,2495.671,58.869,14.374,0,86.100,287,0.250,1,-10921639,7222.865,7162,2899,12231,267246,2762.561,0.443,0.378,1.435
ID1309,1309,52,1954.494,58.045,14.099,0,86.400,288,0.250,1,-10921639,6203.459,6224,2653,9752,229528,1956.048,0.442,0.333,1.585
ID4124,4124,52,-1.000,57.038,14.099,0,289.000,289,0.250,1,-10921639,4685.486,4710,2392,7199,173363,1061.666,0.950,0.123,0.967
ID1316,1316,52,2309.597,56.214,14.008,0,87.000,290,0.250,1,-10921639,7522.027,7622,3188,12403,278315,2553.625,0.442,0.331,1.466
ID1320,1320,52,2754.217,55.847,14.008,0,87.300,291,0.250,1,-10921639,7556.432,7706,1822,15660,279588,3516.675,0.441,0.395,1.217
ID1325,1325,52,2702.414,55.115,14.099,0,87.600,292,0.250,1,-10921639,7779.486,7320,1644,13260,287841,2967.793,0.442,0.381,1.447
ID1334,1334,52,3926.060,54.566,14.191,0,87.900,293,0.250,1,-10921639,10343.405,8337,2420,22167,382706,5399.108,0.441,0.466,1.217
ID1340,1340,52,4230.051,54.016,14.282,0,88.200,294,0.250,1,-10921639,10352.703,9328,2871,21020,383050,5100.754,0.440,0.488,1.331
ID1351,1351,52,3866.248,53.467,14.282,0,88.500,295,0.250,1,-10921639,10081.162,9309,3072,19810,373003,4672.598,0.440,0.468,1.375
ID1360,1360,52,3390.636,52.826,14.282,0,88.800,296,0.250,1,-10921639,9708.054,9464,2155,19411,359198,5224.387,0.440,0.422,1.103
ID1367,1367,52,3203.572,51.819,14.191,0,89.100,297,0.250,1,-10921639,8340.811,8444,1542,15788,308610,4474.015,0.440,0.419,1.101
ID1255,1255,77,1513.610,28.015,5.493,0,83.700,279,0.250,1,-10921639,4232.595,3463,1495,9549,156606,2285.918,0.200,0.410,1.076
ID1266,1266,77,1855.673,27.100,5.493,0,84.000,280,0.250,1,-10921639,4621.595,3882,665,12267,170999,2902.060,0.200,0.475,1.025
ID1275,1275,77,2594.847,26.093,5.493,0,84.300,281,0.250,1,-10921639,6055.595,5339,1333,13985,224057,3522.584,0.200,0.502,1.149
ID1284,1284,77,2044.995,25.086,5.493,0,84.900,283,0.250,1,-10921639,4688.730,3916,688,13344,173483,3222.432,0.200,0.520,0.995
ID1288,1288,77,1640.208,25.909,5.402,0,85.200,284,0.250,1,-10921639,4682.297,4258,2129,8384,173245,1672.741,0.440,0.400,1.600
ID1290,1290,77,2839.139,27.283,5.402,0,85.500,285,0.250,1,-10921639,6638.243,6390,1146,15298,245615,4190.925,0.200,0.457,0.994
ID1298,1298,77,1515.711,23.895,5.219,0,85.800,286,0.250,1,-10921639,4324.595,3720,1128,10761,160010,2375.227,0.200,0.355,0.954
ID1303,1303,77,2968.186,23.621,5.127,0,86.100,287,0.250,1,-10921639,6638.649,4760,1875,21369,245630,4852.721,0.200,0.548,0.968
ID1311,1311,77,1640.753,22.797,5.127,0,86.700,289,0.250,1,-10921639,5197.243,5746,1265,8586,192298,2234.467,0.442,0.302,1.080
ID1315,1315,77,1632.295,22.156,4.944,0,87.000,290,0.250,1,-10921639,4395.270,4011,1601,8422,162625,1891.846,0.441,0.410,1.352
ID1318,1318,77,1546.662,20.828,4.761,0,291.000,291,0.250,1,-10921639,5132.432,4949,2244,9530,189900,1864.552,0.439,0.225,1.011
ID1324,1324,77,1652.168,20.233,4.669,0,87.600,292,0.250,1,-10921639,4990.405,4529,1326,10815,184645,2307.261,0.200,0.366,1.160
ID1329,1329,77,1835.456,18.768,4.944,0,87.900,293,0.250,1,-10921639,5430.378,4745,1724,11951,200924,2543.651,0.200,0.373,1.161
ID1338,1338,77,2100.214,17.120,5.310,0,88.200,294,0.250,1,-10921639,4852.000,4655,657,12798,179524,3105.015,0.200,0.541,1.098
ID1344,1344,77,2037.440,17.120,5.219,0,88.500,295,0.250,1,-10921639,5802.216,5023,1026,12302,214682,3305.023,0.950,0.346,0.902
ID1358,1358,77,2313.805,16.571,5.219,0,88.800,296,0.250,1,-10921639,5227.378,3882,827,14576,193413,3522.630,0.200,0.502,0.993
ID1363,1363,77,2587.701,15.564,5.219,0,89.100,297,0.250,1,-10921639,6661.892,6050,1571,13085,246490,3037.742,0.440,0.451,1.362
